VV [dB],VH [dB],angle [degrees],precipitation [mm],elevation [m],VV-VH [dB],VV/VH [dB],SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY
-11.534304329581037,-18.888765168834865,30.455739974975582,18.946840286254883,258,7.354460839253829,0.6106436406235717,0.308,0.204,0.273,0.231,0.158
-11.010344942179945,-16.383725532096804,33.17438125610352,0.0,231,5.373380589916859,0.672029381877153,0.37,0.332,0.333,0.381,0.426
-12.983643280516077,-16.001763414722692,41.97450637817383,0.0,258,3.0181201342066153,0.8113882791549247,0.248,0.208,0.267,0.223,0.154
-12.86405139319845,-15.313647619832144,30.458126068115234,0.0,258,2.4495962266336946,0.840038357454346,0.33,0.312,0.339,0.269,0.16
-7.042094089513896,-14.7161251395012,33.17286682128906,10.192496299743652,231,7.6740310499873035,0.47852909803080046,0.38,0.331,0.328,0.378,0.424
-12.422859743128951,-18.862494261924155,41.97316360473633,9.375154495239258,258,6.439634518795204,0.6586011144987196,0.379,0.346,0.359,0.281,0.177
-8.588097555456072,-13.81258036521763,43.96306228637695,9.415457725524902,231,5.224482809761559,0.6217591013683675,0.345,0.307,0.321,0.379,0.424
-13.542711441652491,-14.877840480813374,33.17539596557617,0.0,231,1.3351290391608828,0.910260562285052,0.353,0.313,0.328,0.383,0.424
-11.205109228583748,-18.33759742591145,41.97541809082031,0.0,258,7.132488197327703,0.6110456549095504,0.358,0.328,0.353,0.276,0.176
-10.795790236880842,-16.537124467088834,33.175025939941406,0.0,231,5.7413342302079915,0.6528214901185486,0.368,0.322,0.328,0.381,0.424
-11.107965466909812,-17.6372241356211,41.97509002685547,0.0,258,6.529258668711288,0.6298023646745838,0.316,0.285,0.323,0.253,0.165
-9.073187382322326,-12.72278734355909,33.17542266845703,0.0,231,3.649599961236765,0.7131446228970907,0.292,0.257,0.301,0.367,0.423
-15.057203098967976,-16.514597508068828,41.97544097900391,0.0,258,1.4573944091008517,0.9117511396575795,0.156,0.149,0.201,0.191,0.142
-15.29298201756746,-22.206634527034733,30.452787399291992,0.0,258,6.913652509467273,0.688667253876292,0.164,0.138,0.184,0.158,0.121
-10.448031147598847,-15.283992538617564,33.169921875,22.84447860717773,231,4.835961391018717,0.6835930547074103,0.372,0.336,0.333,0.383,0.426
-8.717226821762946,-16.95673360374861,41.97054290771485,12.069292068481444,258,8.239506781985664,0.5140864405533762,0.141,0.133,0.173,0.166,0.113
-13.237486238162624,-15.20360462683949,43.96171188354492,0.0,231,1.9661183886768665,0.8706807736103579,0.333,0.3,0.318,0.373,0.424
-8.929654832661697,-17.322786682626525,33.170799255371094,0.0,231,8.393131849964828,0.5154860471506862,0.281,0.262,0.302,0.363,0.423
-6.825541890032207,-13.737196391597736,41.97134399414063,0.0,258,6.911654501565529,0.49686571374978694,0.112,0.116,0.165,0.12,0.103
-10.988418874980873,-14.558785210534896,43.96226119995117,0.0,231,3.5703663355540236,0.7547620708786563,0.335,0.3,0.32,0.373,0.424
-7.050835063365407,-18.87916252503712,33.17151641845703,34.94123840332031,231,11.828327461671712,0.3734718133823335,0.365,0.325,0.33,0.381,0.425
-12.904157844487385,-17.565332860636612,41.97196960449219,33.8677864074707,258,4.661175016149228,0.7346378202376806,0.181,0.172,0.191,0.168,0.102
-8.337021306860612,-16.547561825552574,43.96245956420898,31.085838317871094,231,8.210540518691962,0.503821734872546,0.39,0.344,0.343,0.397,0.427
-14.172115892993885,-15.118287324831144,30.45229721069336,0.0,258,0.9461714318372589,0.937415435260103,0.321,0.259,0.258,0.174,0.098
-11.148530118175444,-17.467035152816564,33.1704216003418,0.0,231,6.31850503464112,0.6382611599872884,0.313,0.28,0.311,0.374,0.424
-12.32747436697188,-16.204932351633296,41.97101593017578,0.0,258,3.877457984661417,0.7607235932539633,0.21,0.203,0.231,0.162,0.109
-10.71371882320883,-15.97748918488797,43.96092224121094,0.0,231,5.263770361679141,0.6705508418270258,0.273,0.25,0.296,0.364,0.421
-9.23250263988614,-18.27426354070702,30.451631546020508,0.0,258,9.041760900820881,0.5052188625451409,0.153,0.142,0.182,0.144,0.103
-9.20110820441768,-20.920709951025025,33.17003631591797,0.1502940207719802,231,11.719601746607344,0.4398086023828683,0.295,0.263,0.299,0.354,0.419
-10.207819140120847,-19.695855802872583,41.97065734863281,0.6855988502502441,258,9.488036662751735,0.5182724346830396,0.159,0.14,0.18,0.138,0.1
-10.241368803435964,-15.347673993239797,43.96019744873047,9.75409989223408e-07,231,5.106305189803832,0.667291265630674,0.24,0.224,0.282,0.338,0.415
-9.014999306180606,-14.583480912191275,30.45065689086914,0.0,258,5.568481606010669,0.6181651253538779,0.113,0.12,0.165,0.116,0.1
-11.76558259945714,-12.992299580651675,33.16677474975586,0.0,231,1.226716981194535,0.9055812272816292,0.261,0.231,0.278,0.332,0.415
-15.49925040663835,-16.905479780823732,41.9677619934082,0.0,258,1.4062293741853829,0.9168181327938116,0.234,0.16,0.163,0.175,0.093
-11.98684281662717,-17.934430496356132,43.96064376831055,0.0,231,5.9475876797289615,0.668370418512181,0.247,0.207,0.265,0.322,0.412
-14.06266601781639,-21.120550772622035,30.451854705810547,0.0,258,7.057884754805645,0.6658285652306672,0.134,0.134,0.166,0.133,0.092
-9.000935373926918,-16.292651490088087,33.16940689086914,3.130436420440674,231,7.291716116161169,0.5524536862157022,0.231,0.199,0.258,0.32,0.409
-12.365363714005856,-14.67856859667851,41.97006988525391,0.0121380407363176,258,2.313204882672654,0.8424093693171084,0.169,0.123,0.165,0.119,0.09
-10.48303182759084,-18.30009718286143,43.96361541748047,0.0,231,7.8170653552705875,0.5728402271769629,0.184,0.181,0.243,0.312,0.405
-10.307150040522746,-16.262184566421062,30.451854705810547,0.0,258,5.955034525898316,0.6338109125760043,0.117,0.12,0.164,0.113,0.092
-10.072569431288976,-15.655979654173874,33.17313003540039,0.0,231,5.583410222884899,0.643368837580447,0.296,0.274,0.295,0.32,0.409
-12.250282730454003,-16.766282743109127,41.97339630126953,35.95990753173828,258,4.516000012655123,0.730649895277999,0.188,0.12,0.165,0.113,0.094
-12.272110830934931,-18.278457857151786,43.96440124511719,4.986470699310303,231,6.006347026216854,0.6713974957210759,0.325,0.315,0.327,0.358,0.418
-10.233683544421734,-15.027518054193408,30.45608901977539,0.0,258,4.793834509771674,0.6809962568347099,0.307,0.311,0.337,0.224,0.091
-12.693915611682272,-17.761969534691005,33.17522048950195,0.0,231,5.068053923008733,0.7146682459335217,0.303,0.277,0.311,0.35,0.419
-12.090290438658522,-19.649268170083342,41.97523880004883,0.0,258,7.55897773142482,0.6153048721207026,0.243,0.266,0.315,0.201,0.093
-13.33437884382363,-17.756198853644587,43.966217041015625,0.0,231,4.421820009820957,0.7509703486501929,0.288,0.259,0.301,0.343,0.418
-11.385137864321752,-16.044809100065017,30.45475006103516,0.0,258,4.659671235743264,0.7095838780827637,0.191,0.232,0.292,0.176,0.095
-14.07351432994084,-17.124283647352463,33.174835205078125,0.0,231,3.050769317411623,0.8218454342244387,0.272,0.243,0.293,0.334,0.414
-11.319349274605957,-19.51099435828065,41.9748649597168,0.0,258,8.191645083674695,0.5801523523992983,0.171,0.216,0.281,0.164,0.091
-11.286808647196322,-17.198763644814434,43.96366500854492,3.912176132202149,231,5.911954997618112,0.6562569775531153,0.251,0.229,0.283,0.33,0.411
-10.977047205670482,-25.608826861119766,30.45223617553711,0.0,258,14.631779655449284,0.4286431106430817,0.144,0.186,0.257,0.15,0.091
-9.719742690706864,-14.275948921924824,33.17129135131836,0.0,231,4.55620623121796,0.6808473989269747,0.299,0.231,0.274,0.326,0.409
-15.886138990057164,-18.01283138266745,41.97170639038086,0.0,258,2.126692392610286,0.8819345861052882,0.153,0.173,0.242,0.142,0.092
-8.184270783212714,-13.919805649223564,43.96061325073242,0.0,231,5.73553486601085,0.5879586963679501,0.337,0.288,0.283,0.326,0.413
-11.739849794552482,-33.19953729086269,30.45172882080078,0.0,258,21.45968749631021,0.3536148619090414,0.252,0.171,0.234,0.145,0.092
-8.864613203550974,-13.153479593868262,33.1683349609375,18.40003204345703,231,4.288866390317288,0.6739367435278021,0.359,0.325,0.328,0.346,0.41
-10.168914452486115,-18.4329903760062,41.96906661987305,0.0,258,8.264075923520084,0.551669275850258,0.273,0.206,0.234,0.141,0.093
-9.26970433778643,-14.144243560308706,43.96156692504883,0.0,231,4.874539222522275,0.6553693945004518,0.345,0.313,0.326,0.352,0.418
-10.073233129205311,-17.767211363803895,30.452083587646484,0.0,258,7.693978234598584,0.5669563401337658,0.327,0.311,0.329,0.15,0.092
-9.874481796726622,-15.535645897189749,33.16683578491211,0.0,231,5.661164100463127,0.6356016262260986,0.353,0.318,0.327,0.354,0.419
-10.509120331679808,-21.046885547404347,41.96770477294922,0.0,258,10.537765215724539,0.4993194982701784,0.322,0.308,0.33,0.151,0.094
-11.684472792303708,-23.751195478030706,30.45244598388672,0.0,258,12.066722685726997,0.4919530388738356,0.347,0.327,0.344,0.186,0.095
-9.161543619600156,-13.891568973697586,33.16401290893555,0.0,231,4.73002535409743,0.6595038787156944,0.349,0.313,0.325,0.353,0.415
-14.141915903638658,-26.019332996118536,41.96516799926758,0.0,258,11.877417092479877,0.5435156967993106,0.325,0.311,0.337,0.198,0.094
-10.871503526063863,-13.117256535467735,33.162994384765625,0.0,231,2.245753009403872,0.8287940009916264,0.377,0.341,0.34,0.367,0.423
-13.491959212074882,-21.079357452703952,41.964263916015625,0.0,258,7.587398240629071,0.6400555255228713,0.365,0.344,0.359,0.255,0.168
-11.457664427865437,-11.97312437056662,43.96378326416016,0.0,231,0.5154599427011828,0.9569485852858648,0.357,0.32,0.33,0.361,0.42
-10.314358071663923,-18.42233137988893,30.444107055664062,0.0,258,8.107973308225008,0.5598834294623414,0.347,0.325,0.346,0.24,0.154
